node_id,longitude,latitude,node_type,source_id
N12d4828695_41d8914455,12.4828695,41.8914455,road_vertex,way/123817468
N12d4828708_41d8884093,12.4828708,41.8884093,road_vertex,way/82201173
N12d4828708_41d8954723,12.4828708,41.8954723,road_vertex,way/603411440
N12d4828723_41d8914067,12.4828723,41.8914067,road_vertex,way/1359181700
N12d4828727_41d8843997,12.4828727,41.8843997,road_vertex,way/1214084231
N12d4828727_41d8912790,12.4828727,41.8912790,road_vertex,way/1359181698
N12d4828733_41d8846880,12.4828733,41.8846880,road_vertex,way/999286049
N12d4828736_41d8927331,12.4828736,41.8927331,road_vertex,way/999270643
N12d4828765_41d8960992,12.4828765,41.8960992,road_vertex,way/1000804538
N12d4828792_41d8916052,12.4828792,41.8916052,road_vertex,way/24533698
N12d4828794_41d8950337,12.4828794,41.8950337,road_vertex,way/124808552
N12d4828817_41d8935221,12.4828817,41.8935221,road_vertex,way/1105928918
N12d4828843_41d8842072,12.4828843,41.8842072,road_vertex,way/24534110
N12d4828856_41d8854368,12.4828856,41.8854368,road_vertex,way/82718928
N12d4828879_41d8955544,12.4828879,41.8955544,road_vertex,way/1544765580
N12d4828893_41d8885482,12.4828893,41.8885482,road_vertex,way/123971361
N12d4828905_41d8911942,12.4828905,41.8911942,road_vertex,way/22880307
N12d4828926_41d8894883,12.4828926,41.8894883,road_vertex,way/52938659
N12d4828940_41d8947373,12.4828940,41.8947373,road_vertex,way/124808542
N12d4828984_41d8954078,12.4828984,41.8954078,road_vertex,way/124808530
N12d4828992_41d8841788,12.4828992,41.8841788,road_vertex,way/24534110
N12d4828999_41d8946079,12.4828999,41.8946079,road_vertex,way/712386034
N12d4829014_41d8860801,12.4829014,41.8860801,road_vertex,way/106205318
N12d4829022_41d8960991,12.4829022,41.8960991,road_vertex,way/1000804538
N12d4829027_41d8949713,12.4829027,41.8949713,road_vertex,way/712389541
N12d4829034_41d8947125,12.4829034,41.8947125,road_vertex,way/124808542
N12d4829048_41d8931296,12.4829048,41.8931296,road_vertex,way/1105928918
N12d4829053_41d8942810,12.4829053,41.8942810,road_vertex,way/124808554
N12d4829057_41d8935193,12.4829057,41.8935193,road_vertex,way/1105928918
N12d4829111_41d8949489,12.4829111,41.8949489,road_vertex,way/712389541
N12d4829114_41d8883837,12.4829114,41.8883837,road_vertex,way/82201173
N12d4829125_41d8927668,12.4829125,41.8927668,road_vertex,way/999270644
N12d4829151_41d8953689,12.4829151,41.8953689,road_vertex,way/124808530
N12d4829170_41d8946798,12.4829170,41.8946798,road_vertex,way/124808526
N12d4829201_41d8912184,12.4829201,41.8912184,road_vertex,way/52923648
N12d4829214_41d8836657,12.4829214,41.8836657,road_vertex,way/24534112
N12d4829217_41d8884691,12.4829217,41.8884691,road_vertex,way/123971361
N12d4829225_41d8969987,12.4829225,41.8969987,road_vertex,way/60616326
N12d4829228_41d8968287,12.4829228,41.8968287,road_vertex,way/1044774783
N12d4829270_41d8932058,12.4829270,41.8932058,road_vertex,way/999270651
N12d4829275_41d8895315,12.4829275,41.8895315,road_vertex,way/123971364
N12d4829283_41d8912228,12.4829283,41.8912228,road_vertex,way/1359181698
N12d4829287_41d8960473,12.4829287,41.8960473,road_vertex,way/1000804537
N12d4829288_41d8946503,12.4829288,41.8946503,road_vertex,way/124808553
N12d4829294_41d8955565,12.4829294,41.8955565,road_vertex,way/1544765580
N12d4829310_41d8931233,12.4829310,41.8931233,road_vertex,way/1105928918
N12d4829326_41d8867942,12.4829326,41.8867942,road_vertex,way/834012170
N12d4829343_41d8927857,12.4829343,41.8927857,road_vertex,way/999270645
N12d4829345_41d8858567,12.4829345,41.8858567,road_vertex,way/106205318
N12d4829372_41d8860319,12.4829372,41.8860319,road_vertex,way/106205318
N12d4829408_41d8841030,12.4829408,41.8841030,road_vertex,way/24534110
N12d4829409_41d8934294,12.4829409,41.8934294,road_vertex,way/999270651
N12d4829427_41d8935133,12.4829427,41.8935133,road_vertex,way/1105928918
N12d4829429_41d8946153,12.4829429,41.8946153,road_vertex,way/124808553
N12d4829459_41d8867845,12.4829459,41.8867845,road_vertex,way/834012170
N12d4829472_41d8858861,12.4829472,41.8858861,road_vertex,way/106205318
N12d4829488_41d8967434,12.4829488,41.8967434,road_vertex,way/1366270041
N12d4829506_41d8960533,12.4829506,41.8960533,road_vertex,way/1000804537
N12d4829525_41d8848013,12.4829525,41.8848013,road_vertex,way/95927611
N12d4829551_41d8897623,12.4829551,41.8897623,road_vertex,way/123971364
N12d4829553_41d8931190,12.4829553,41.8931190,road_vertex,way/1105928918
N12d4829563_41d8967145,12.4829563,41.8967145,road_vertex,way/1366270041
N12d4829567_41d8897789,12.4829567,41.8897789,road_vertex,way/123971367
N12d4829593_41d8859189,12.4829593,41.8859189,road_vertex,way/106205318
N12d4829598_41d8859977,12.4829598,41.8859977,road_vertex,way/106205318
N12d4829604_41d8883545,12.4829604,41.8883545,road_vertex,way/123971361
N12d4829654_41d8859437,12.4829654,41.8859437,road_vertex,way/106205318
N12d4829667_41d8911839,12.4829667,41.8911839,road_vertex,way/1359181698
N12d4829672_41d8846395,12.4829672,41.8846395,road_vertex,way/999286049
N12d4829675_41d8954961,12.4829675,41.8954961,road_vertex,way/603411440
N12d4829679_41d8897944,12.4829679,41.8897944,road_vertex,way/123971364
N12d4829685_41d8892624,12.4829685,41.8892624,road_vertex,way/888667261
N12d4829696_41d8836291,12.4829696,41.8836291,road_vertex,way/24534112
N12d4829698_41d8859672,12.4829698,41.8859672,road_vertex,way/106205318
N12d4829710_41d8955570,12.4829710,41.8955570,road_vertex,way/1544765580
N12d4829711_41d8897468,12.4829711,41.8897468,road_vertex,way/123971364
N12d4829748_41d8935060,12.4829748,41.8935060,road_vertex,way/1105928918
N12d4829759_41d8928217,12.4829759,41.8928217,road_vertex,way/999270646
N12d4829775_41d8895480,12.4829775,41.8895480,road_vertex,way/123971364
N12d4829775_41d8895635,12.4829775,41.8895635,road_vertex,way/123971364
N12d4829813_41d8942891,12.4829813,41.8942891,road_vertex,way/124808554
N12d4829815_41d8912514,12.4829815,41.8912514,road_vertex,way/888670752
N12d4829819_41d8931157,12.4829819,41.8931157,road_vertex,way/1105928918
N12d4829832_41d8868147,12.4829832,41.8868147,road_vertex,way/24432611
N12d4829864_41d8954969,12.4829864,41.8954969,road_vertex,way/603411440
N12d4829871_41d8898063,12.4829871,41.8898063,road_vertex,way/123971364
N12d4829886_41d8892952,12.4829886,41.8892952,road_vertex,way/888667261
N12d4829905_41d8912562,12.4829905,41.8912562,road_vertex,way/888670753
N12d4829959_41d8920686,12.4829959,41.8920686,road_vertex,way/546574969
N12d4829966_41d8897373,12.4829966,41.8897373,road_vertex,way/123971364
N12d4829977_41d8928406,12.4829977,41.8928406,road_vertex,way/999270647
N12d4829978_41d8840129,12.4829978,41.8840129,road_vertex,way/120880024
N12d4829997_41d8912612,12.4829997,41.8912612,road_vertex,way/888670752
N12d4830025_41d8954932,12.4830025,41.8954932,road_vertex,way/1000804533
N12d4830050_41d8931150,12.4830050,41.8931150,road_vertex,way/1105928918
N12d4830055_41d8883258,12.4830055,41.8883258,road_vertex,way/82201173
N12d4830059_41d8942769,12.4830059,41.8942769,road_vertex,way/712996457
N12d4830065_41d8932206,12.4830065,41.8932206,road_vertex,way/999270651
N12d4830066_41d8934978,12.4830066,41.8934978,road_vertex,way/1105928918
N12d4830074_41d8968431,12.4830074,41.8968431,road_vertex,way/181029793
N12d4830084_41d8851871,12.4830084,41.8851871,road_vertex,way/999286049
N12d4830099_41d8955098,12.4830099,41.8955098,road_vertex,way/1000804533
N12d4830101_41d8934137,12.4830101,41.8934137,road_vertex,way/999270651
N12d4830108_41d8954877,12.4830108,41.8954877,road_vertex,way/603411440
N12d4830150_41d8920654,12.4830150,41.8920654,road_vertex,way/546574969
N12d4830168_41d8955537,12.4830168,41.8955537,road_vertex,way/1544765580
N12d4830174_41d8954797,12.4830174,41.8954797,road_vertex,way/603411440
N12d4830209_41d8835916,12.4830209,41.8835916,road_vertex,way/24534112
N12d4830244_41d8898082,12.4830244,41.8898082,road_vertex,way/123971364
N12d4830254_41d8954669,12.4830254,41.8954669,road_vertex,way/603411440
N12d4830264_41d8849592,12.4830264,41.8849592,road_vertex,way/95927617
N12d4830274_41d8920644,12.4830274,41.8920644,road_vertex,way/535670470
N12d4830333_41d8931158,12.4830333,41.8931158,road_vertex,way/1105928918
N12d4830340_41d8934897,12.4830340,41.8934897,road_vertex,way/1105928918
N12d4830353_41d8928732,12.4830353,41.8928732,road_vertex,way/999270647
N12d4830375_41d8860604,12.4830375,41.8860604,road_vertex,way/82718905
N12d4830379_41d8954392,12.4830379,41.8954392,road_vertex,way/603411440
N12d4830384_41d8920659,12.4830384,41.8920659,road_vertex,way/1101829124
N12d4830447_41d8955514,12.4830447,41.8955514,road_vertex,way/1544765580
N12d4830468_41d8907764,12.4830468,41.8907764,road_vertex,way/124077478
N12d4830490_41d8920700,12.4830490,41.8920700,road_vertex,way/535670470
N12d4830495_41d8883009,12.4830495,41.8883009,road_vertex,way/82201173
N12d4830504_41d8929134,12.4830504,41.8929134,road_vertex,way/209185955
N12d4830520_41d8880643,12.4830520,41.8880643,road_vertex,way/1359195797
N12d4830533_41d8880698,12.4830533,41.8880698,road_vertex,way/1359195797
N12d4830543_41d8847414,12.4830543,41.8847414,road_vertex,way/95927611
N12d4830567_41d8931190,12.4830567,41.8931190,road_vertex,way/1105928918
N12d4830571_41d8868857,12.4830571,41.8868857,road_vertex,way/24432614
N12d4830607_41d8881980,12.4830607,41.8881980,road_vertex,way/961979117
N12d4830613_41d8932608,12.4830613,41.8932608,road_vertex,way/999270651
N12d4830629_41d8881110,12.4830629,41.8881110,road_vertex,way/1359195796
N12d4830632_41d8934778,12.4830632,41.8934778,road_vertex,way/1105928918
N12d4830633_41d8835623,12.4830633,41.8835623,road_vertex,way/24534112
N12d4830664_41d8933742,12.4830664,41.8933742,road_vertex,way/999270651
N12d4830669_41d8928961,12.4830669,41.8928961,road_vertex,way/209185955
N12d4830672_41d8845993,12.4830672,41.8845993,road_vertex,way/999286049
N12d4830699_41d8881422,12.4830699,41.8881422,road_vertex,way/1359195796
N12d4830708_41d8881466,12.4830708,41.8881466,road_vertex,way/1359195795
N12d4830708_41d8954443,12.4830708,41.8954443,road_vertex,way/603411440
N12d4830712_41d8920455,12.4830712,41.8920455,road_vertex,way/1101829124
N12d4830726_41d8911666,12.4830726,41.8911666,road_vertex,way/888670753
N12d4830759_41d8931225,12.4830759,41.8931225,road_vertex,way/1105928918
N12d4830772_41d8881770,12.4830772,41.8881770,road_vertex,way/1359195794
N12d4830807_41d8860951,12.4830807,41.8860951,road_vertex,way/82718905
N12d4830829_41d8881824,12.4830829,41.8881824,road_vertex,way/1359195794
N12d4830886_41d8941935,12.4830886,41.8941935,road_vertex,way/44490528
N12d4830888_41d8933155,12.4830888,41.8933155,road_vertex,way/999270651
N12d4830888_41d8934666,12.4830888,41.8934666,road_vertex,way/1105928918
N12d4830892_41d8950807,12.4830892,41.8950807,road_vertex,way/124808550
N12d4830893_41d8921049,12.4830893,41.8921049,road_vertex,way/535670470
N12d4830933_41d8846161,12.4830933,41.8846161,road_vertex,way/999286047
N12d4830933_41d8931261,12.4830933,41.8931261,road_vertex,way/1105928918
N12d4830945_41d8919846,12.4830945,41.8919846,road_vertex,way/123817480
N12d4830950_41d8947849,12.4830950,41.8947849,road_vertex,way/124808547
N12d4830979_41d8920294,12.4830979,41.8920294,road_vertex,way/1101836685
N12d4830999_41d8928615,12.4830999,41.8928615,road_vertex,way/1469878245
N12d4831043_41d8943110,12.4831043,41.8943110,road_vertex,way/124808554
N12d4831048_41d8869282,12.4831048,41.8869282,road_vertex,way/24432614
N12d4831052_41d8859598,12.4831052,41.8859598,road_vertex,way/82718928
N12d4831060_41d8947604,12.4831060,41.8947604,road_vertex,way/124808547
N12d4831089_41d8835322,12.4831089,41.8835322,road_vertex,way/24534112
N12d4831089_41d8839373,12.4831089,41.8839373,road_vertex,way/1307313770
N12d4831139_41d8848986,12.4831139,41.8848986,road_vertex,way/95927617
N12d4831147_41d8934519,12.4831147,41.8934519,road_vertex,way/1105928918
N12d4831148_41d8928458,12.4831148,41.8928458,road_vertex,way/209185955
N12d4831156_41d8955464,12.4831156,41.8955464,road_vertex,way/1544765580
N12d4831177_41d8931340,12.4831177,41.8931340,road_vertex,way/1105928918
N12d4831191_41d8846333,12.4831191,41.8846333,road_vertex,way/999286039
N12d4831203_41d8947264,12.4831203,41.8947264,road_vertex,way/124808525
N12d4831220_41d8954478,12.4831220,41.8954478,road_vertex,way/603411440
N12d4831223_41d8844503,12.4831223,41.8844503,road_vertex,way/1214084231
N12d4831229_41d8928800,12.4831229,41.8928800,road_vertex,way/1469878245
N12d4831304_41d8915514,12.4831304,41.8915514,road_vertex,way/1359181701
N12d4831308_41d8846425,12.4831308,41.8846425,road_vertex,way/999286038
N12d4831314_41d8948127,12.4831314,41.8948127,road_vertex,way/712386045
N12d4831320_41d8946968,12.4831320,41.8946968,road_vertex,way/124808549
N12d4831339_41d8934382,12.4831339,41.8934382,road_vertex,way/1105928918
N12d4831342_41d8845766,12.4831342,41.8845766,road_vertex,way/999286049
N12d4831394_41d8931418,12.4831394,41.8931418,road_vertex,way/1105928918
N12d4831429_41d8851982,12.4831429,41.8851982,road_vertex,way/95927625
N12d4831438_41d8845746,12.4831438,41.8845746,road_vertex,way/1214083732
N12d4831440_41d8882466,12.4831440,41.8882466,road_vertex,way/1359195792
N12d4831471_41d8861173,12.4831471,41.8861173,road_vertex,way/82718905
N12d4831471_41d8955407,12.4831471,41.8955407,road_vertex,way/1544765580
N12d4831478_41d8941982,12.4831478,41.8941982,road_vertex,way/44490528
N12d4831492_41d8934250,12.4831492,41.8934250,road_vertex,way/1105928918
N12d4831511_41d8946579,12.4831511,41.8946579,road_vertex,way/124808549
N12d4831530_41d8851552,12.4831530,41.8851552,road_vertex,way/95927625
N12d4831551_41d8834372,12.4831551,41.8834372,road_vertex,way/1303511869
N12d4831567_41d8837525,12.4831567,41.8837525,road_vertex,way/120880024
N12d4831628_41d8882365,12.4831628,41.8882365,road_vertex,way/82201173
N12d4831637_41d8846725,12.4831637,41.8846725,road_vertex,way/999286037
N12d4831643_41d8869833,12.4831643,41.8869833,road_vertex,way/24432613
N12d4831665_41d8934104,12.4831665,41.8934104,road_vertex,way/1105928918
N12d4831671_41d8857583,12.4831671,41.8857583,road_vertex,way/82718920
N12d4831689_41d8880590,12.4831689,41.8880590,road_vertex,way/123971388
N12d4831693_41d8857131,12.4831693,41.8857131,road_vertex,way/82718920
N12d4831699_41d8931594,12.4831699,41.8931594,road_vertex,way/1105928918
N12d4831723_41d8845025,12.4831723,41.8845025,road_vertex,way/1214084231
N12d4831733_41d8954452,12.4831733,41.8954452,road_vertex,way/603411440
N12d4831749_41d8857978,12.4831749,41.8857978,road_vertex,way/82718920
N12d4831752_41d8834525,12.4831752,41.8834525,road_vertex,way/1303511869
N12d4831755_41d8920468,12.4831755,41.8920468,road_vertex,way/123817480
N12d4831760_41d8942012,12.4831760,41.8942012,road_vertex,way/44490528
N12d4831767_41d8846915,12.4831767,41.8846915,road_vertex,way/999286036
N12d4831771_41d8851078,12.4831771,41.8851078,road_vertex,way/95927625
N12d4831808_41d8943293,12.4831808,41.8943293,road_vertex,way/188171596
N12d4831810_41d8856737,12.4831810,41.8856737,road_vertex,way/82718920
N12d4831851_41d8933921,12.4831851,41.8933921,road_vertex,way/1105928918
N12d4831885_41d8931737,12.4831885,41.8931737,road_vertex,way/1105928918
N12d4831899_41d8848607,12.4831899,41.8848607,road_vertex,way/95927617
N12d4831937_41d8915647,12.4831937,41.8915647,road_vertex,way/1359181701
N12d4831945_41d8858423,12.4831945,41.8858423,road_vertex,way/82718920
N12d4831961_41d8919870,12.4831961,41.8919870,road_vertex,way/1101836685
N12d4831984_41d8933769,12.4831984,41.8933769,road_vertex,way/1105928918
N12d4831990_41d8927751,12.4831990,41.8927751,road_vertex,way/123817479
N12d4831999_41d8856405,12.4831999,41.8856405,road_vertex,way/82718920
N12d4832004_41d8929600,12.4832004,41.8929600,road_vertex,way/123817490
N12d4832020_41d8946715,12.4832020,41.8946715,road_vertex,way/712386033
N12d4832022_41d8834709,12.4832022,41.8834709,road_vertex,way/1052631576
N12d4832026_41d8942699,12.4832026,41.8942699,road_vertex,way/188171596
N12d4832039_41d8850789,12.4832039,41.8850789,road_vertex,way/95927625
N12d4832044_41d8931881,12.4832044,41.8931881,road_vertex,way/1105928918
N12d4832107_41d8837472,12.4832107,41.8837472,road_vertex,way/1307313770
N12d4832119_41d8950282,12.4832119,41.8950282,road_vertex,way/124808550
N12d4832126_41d8933591,12.4832126,41.8933591,road_vertex,way/1105928918
N12d4832142_41d8931999,12.4832142,41.8931999,road_vertex,way/1105928918
N12d4832144_41d8919800,12.4832144,41.8919800,road_vertex,way/1000529935
N12d4832173_41d8858706,12.4832173,41.8858706,road_vertex,way/82718920
N12d4832179_41d8948313,12.4832179,41.8948313,road_vertex,way/712386045
N12d4832221_41d8856102,12.4832221,41.8856102,road_vertex,way/82718920
N12d4832223_41d8932118,12.4832223,41.8932118,road_vertex,way/1105928918
N12d4832231_41d8933409,12.4832231,41.8933409,road_vertex,way/1105928918
N12d4832247_41d8845572,12.4832247,41.8845572,road_vertex,way/999286049
N12d4832247_41d8942123,12.4832247,41.8942123,road_vertex,way/188171595
N12d4832309_41d8933195,12.4832309,41.8933195,road_vertex,way/1105928918
N12d4832310_41d8932295,12.4832310,41.8932295,road_vertex,way/1105928918
N12d4832322_41d8954384,12.4832322,41.8954384,road_vertex,way/603411440
N12d4832338_41d8857201,12.4832338,41.8857201,road_vertex,way/82718933
N12d4832344_41d8857564,12.4832344,41.8857564,road_vertex,way/82718933
N12d4832349_41d8943271,12.4832349,41.8943271,road_vertex,way/712996457
N12d4832350_41d8927472,12.4832350,41.8927472,road_vertex,way/209185938
N12d4832356_41d8933058,12.4832356,41.8933058,road_vertex,way/1105928918
N12d4832370_41d8932443,12.4832370,41.8932443,road_vertex,way/1105928918
N12d4832379_41d8883454,12.4832379,41.8883454,road_vertex,way/1359195792
N12d4832390_41d8932965,12.4832390,41.8932965,road_vertex,way/1105928918
N12d4832401_41d8850499,12.4832401,41.8850499,road_vertex,way/95927625
N12d4832403_41d8932605,12.4832403,41.8932605,road_vertex,way/1105928918
N12d4832410_41d8932753,12.4832410,41.8932753,road_vertex,way/1105928918
N12d4832412_41d8859759,12.4832412,41.8859759,road_vertex,way/82718928
N12d4832428_41d8846775,12.4832428,41.8846775,road_vertex,way/95927611
N12d4832433_41d8857953,12.4832433,41.8857953,road_vertex,way/82718933
N12d4832447_41d8856860,12.4832447,41.8856860,road_vertex,way/82718933
N12d4832461_41d8915702,12.4832461,41.8915702,road_vertex,way/1359181701
N12d4832495_41d8918043,12.4832495,41.8918043,road_vertex,way/24533698
N12d4832509_41d8855845,12.4832509,41.8855845,road_vertex,way/82718920
N12d4832529_41d8848397,12.4832529,41.8848397,road_vertex,way/95927617
N12d4832541_41d8883587,12.4832541,41.8883587,road_vertex,way/1359195790
N12d4832546_41d8948398,12.4832546,41.8948398,road_vertex,way/712386044
N12d4832552_41d8859004,12.4832552,41.8859004,road_vertex,way/82718920
N12d4832556_41d8858247,12.4832556,41.8858247,road_vertex,way/82718933
N12d4832606_41d8881857,12.4832606,41.8881857,road_vertex,way/138303048
N12d4832656_41d8929962,12.4832656,41.8929962,road_vertex,way/123817486
N12d4832662_41d8883506,12.4832662,41.8883506,road_vertex,way/1359195789
N12d4832682_41d8856487,12.4832682,41.8856487,road_vertex,way/82718933
N12d4832721_41d8943527,12.4832721,41.8943527,road_vertex,way/124808554
N12d4832728_41d8879397,12.4832728,41.8879397,road_vertex,way/25420418
N12d4832732_41d8921248,12.4832732,41.8921248,road_vertex,way/123817477
N12d4832747_41d8955148,12.4832747,41.8955148,road_vertex,way/1544765580
N12d4832784_41d8850264,12.4832784,41.8850264,road_vertex,way/95927625
N12d4832785_41d8858520,12.4832785,41.8858520,road_vertex,way/82718933
N12d4832794_41d8915477,12.4832794,41.8915477,road_vertex,way/1359181701
N12d4832803_41d8950431,12.4832803,41.8950431,road_vertex,way/124808550
N12d4832842_41d8835275,12.4832842,41.8835275,road_vertex,way/1052631576
N12d4832895_41d8855617,12.4832895,41.8855617,road_vertex,way/82718920
N12d4832912_41d8856223,12.4832912,41.8856223,road_vertex,way/82718933
N12d4832931_41d8954262,12.4832931,41.8954262,road_vertex,way/603411440
N12d4832963_41d8882423,12.4832963,41.8882423,road_vertex,way/138303048
N12d4832982_41d8879636,12.4832982,41.8879636,road_vertex,way/1359195798
N12d4832989_41d8915342,12.4832989,41.8915342,road_vertex,way/1359181701
N12d4833067_41d8861149,12.4833067,41.8861149,road_vertex,way/82718905
N12d4833072_41d8858691,12.4833072,41.8858691,road_vertex,way/82718933
N12d4833078_41d8893757,12.4833078,41.8893757,road_vertex,way/52938659
N12d4833101_41d8938018,12.4833101,41.8938018,road_vertex,way/713002120
N12d4833102_41d8859286,12.4833102,41.8859286,road_vertex,way/82718920
N12d4833157_41d8918394,12.4833157,41.8918394,road_vertex,way/24533698
N12d4833168_41d8882725,12.4833168,41.8882725,road_vertex,way/138303048
N12d4833181_41d8846636,12.4833181,41.8846636,road_vertex,way/95927611
N12d4833183_41d8942379,12.4833183,41.8942379,road_vertex,way/44490528
N12d4833219_41d8850095,12.4833219,41.8850095,road_vertex,way/95927625
N12d4833226_41d8845437,12.4833226,41.8845437,road_vertex,way/999286049
N12d4833236_41d8947040,12.4833236,41.8947040,road_vertex,way/712386033
N12d4833253_41d8937501,12.4833253,41.8937501,road_vertex,way/713002120
N12d4833276_41d8855486,12.4833276,41.8855486,road_vertex,way/82718920
N12d4833283_41d8856028,12.4833283,41.8856028,road_vertex,way/82718933
N12d4833293_41d8835576,12.4833293,41.8835576,road_vertex,way/1307313770
N12d4833300_41d8858778,12.4833300,41.8858778,road_vertex,way/82718933
N12d4833320_41d8930679,12.4833320,41.8930679,road_vertex,way/123817486
N12d4833344_41d8880038,12.4833344,41.8880038,road_vertex,way/1359195798
N12d4833358_41d8917777,12.4833358,41.8917777,road_vertex,way/1360947660
N12d4833365_41d8937178,12.4833365,41.8937178,road_vertex,way/111539861
N12d4833375_41d8918489,12.4833375,41.8918489,road_vertex,way/24533698
N12d4833383_41d8893996,12.4833383,41.8893996,road_vertex,way/52938659
N12d4833391_41d8883054,12.4833391,41.8883054,road_vertex,way/1359195788
N12d4833395_41d8902076,12.4833395,41.8902076,road_vertex,way/123971372
N12d4833425_41d8917726,12.4833425,41.8917726,road_vertex,way/1359182946
N12d4833431_41d8920515,12.4833431,41.8920515,road_vertex,way/28044937
N12d4833461_41d8880170,12.4833461,41.8880170,road_vertex,way/1359195798
N12d4833468_41d8848223,12.4833468,41.8848223,road_vertex,way/95927617
N12d4833471_41d8954081,12.4833471,41.8954081,road_vertex,way/603411440
N12d4833477_41d8968836,12.4833477,41.8968836,road_vertex,way/181029793
N12d4833501_41d8967700,12.4833501,41.8967700,road_vertex,way/1197185099
N12d4833504_41d8915682,12.4833504,41.8915682,road_vertex,way/1359181701
N12d4833535_41d8833728,12.4833535,41.8833728,road_vertex,way/778306413
N12d4833538_41d8859469,12.4833538,41.8859469,road_vertex,way/82718928
N12d4833546_41d8948592,12.4833546,41.8948592,road_vertex,way/124808545
N12d4833550_41d8950596,12.4833550,41.8950596,road_vertex,way/124808543
N12d4833583_41d8918553,12.4833583,41.8918553,road_vertex,way/24533698
N12d4833606_41d8855942,12.4833606,41.8855942,road_vertex,way/82718933
N12d4833607_41d8858816,12.4833607,41.8858816,road_vertex,way/82718933
N12d4833609_41d8855421,12.4833609,41.8855421,road_vertex,way/82718920
N12d4833640_41d8923222,12.4833640,41.8923222,road_vertex,way/535670470
N12d4833647_41d8943744,12.4833647,41.8943744,road_vertex,way/124808554
N12d4833731_41d8921990,12.4833731,41.8921990,road_vertex,way/123817477
N12d4833737_41d8883410,12.4833737,41.8883410,road_vertex,way/138303048
N12d4833749_41d8849965,12.4833749,41.8849965,road_vertex,way/95927625
N12d4833770_41d8894370,12.4833770,41.8894370,road_vertex,way/1216295048
N12d4833782_41d8942822,12.4833782,41.8942822,road_vertex,way/44490528
N12d4833806_41d8931278,12.4833806,41.8931278,road_vertex,way/123817492
N12d4833814_41d8918576,12.4833814,41.8918576,road_vertex,way/24533698
N12d4833849_41d8967774,12.4833849,41.8967774,road_vertex,way/1197185099
N12d4833872_41d8858787,12.4833872,41.8858787,road_vertex,way/82718933
N12d4833880_41d8879782,12.4833880,41.8879782,road_vertex,way/1332886738
N12d4833908_41d8855921,12.4833908,41.8855921,road_vertex,way/82718933
N12d4833920_41d8894499,12.4833920,41.8894499,road_vertex,way/52938659
N12d4833971_41d8855416,12.4833971,41.8855416,road_vertex,way/82718929
N12d4833993_41d8953849,12.4833993,41.8953849,road_vertex,way/603411440
N12d4834009_41d8918584,12.4834009,41.8918584,road_vertex,way/24533698
N12d4834016_41d8917274,12.4834016,41.8917274,road_vertex,way/996687519
N12d4834019_41d8899944,12.4834019,41.8899944,road_vertex,way/123971368
N12d4834076_41d8854742,12.4834076,41.8854742,road_vertex,way/82718929
N12d4834088_41d8882606,12.4834088,41.8882606,road_vertex,way/1359195788
N12d4834111_41d8894612,12.4834111,41.8894612,road_vertex,way/52938659
N12d4834112_41d8967054,12.4834112,41.8967054,road_vertex,way/38105962
N12d4834141_41d8882132,12.4834141,41.8882132,road_vertex,way/1359195787
N12d4834158_41d8936916,12.4834158,41.8936916,road_vertex,way/999270770
N12d4834162_41d8882312,12.4834162,41.8882312,road_vertex,way/1359195787
N12d4834168_41d8854167,12.4834168,41.8854167,road_vertex,way/82718929
N12d4834172_41d8855978,12.4834172,41.8855978,road_vertex,way/82718933
N12d4834205_41d8903988,12.4834205,41.8903988,road_vertex,way/1455255671
N12d4834219_41d8848153,12.4834219,41.8848153,road_vertex,way/95927617
N12d4834220_41d8858687,12.4834220,41.8858687,road_vertex,way/82718933
N12d4834223_41d8880945,12.4834223,41.8880945,road_vertex,way/1359195786
N12d4834240_41d8947246,12.4834240,41.8947246,road_vertex,way/712386032
N12d4834278_41d8918572,12.4834278,41.8918572,road_vertex,way/24533698
N12d4834283_41d8961851,12.4834283,41.8961851,road_vertex,way/1000804537
N12d4834287_41d8853330,12.4834287,41.8853330,road_vertex,way/82718929
N12d4834288_41d8881980,12.4834288,41.8881980,road_vertex,way/1359195787
N12d4834289_41d8882465,12.4834289,41.8882465,road_vertex,way/1359195787
N12d4834292_41d8849915,12.4834292,41.8849915,road_vertex,way/95927625
N12d4834306_41d8954665,12.4834306,41.8954665,road_vertex,way/203150441
N12d4834326_41d8860793,12.4834326,41.8860793,road_vertex,way/82718905
N12d4834333_41d8846596,12.4834333,41.8846596,road_vertex,way/999286042
N12d4834343_41d8852944,12.4834343,41.8852944,road_vertex,way/82718929
N12d4834349_41d8855491,12.4834349,41.8855491,road_vertex,way/82718920
N12d4834359_41d8916320,12.4834359,41.8916320,road_vertex,way/1359181701
N12d4834374_41d8852692,12.4834374,41.8852692,road_vertex,way/1395671329
N12d4834376_41d8950776,12.4834376,41.8950776,road_vertex,way/124808543
N12d4834380_41d8846475,12.4834380,41.8846475,road_vertex,way/999286048
N12d4834385_41d8943830,12.4834385,41.8943830,road_vertex,way/712996457
N12d4834390_41d8933689,12.4834390,41.8933689,road_vertex,way/1236323214
N12d4834404_41d8953576,12.4834404,41.8953576,road_vertex,way/603411440
N12d4834406_41d8845372,12.4834406,41.8845372,road_vertex,way/999286049
N12d4834409_41d8931961,12.4834409,41.8931961,road_vertex,way/123817492
