edge_id,from_node_id,to_node_id,distance_km,travel_time_min,highway,surface,access,oneway,lit,wheelchair,routable_walk,source_id
Eway/997422856_0,N12d4868821_41d8945777,N12d4869558_41d8946216,0.007813,0.16,steps,,private,,,,no,way/997422856
Eway/997422856_0_R,N12d4869558_41d8946216,N12d4868821_41d8945777,0.007813,0.16,steps,,private,,,,no,way/997422856
Eway/997422857_0,N12d4869369_41d8946771,N12d4869134_41d8946965,0.002905,0.06,steps,,private,,,,no,way/997422857
Eway/997422857_0_R,N12d4869134_41d8946965,N12d4869369_41d8946771,0.002905,0.06,steps,,private,,,,no,way/997422857
Eway/997422858_0,N12d4869134_41d8946965,N12d4868444_41d8947604,0.009116,0.11,footway,,private,,,,no,way/997422858
Eway/997422858_0_R,N12d4868444_41d8947604,N12d4869134_41d8946965,0.009116,0.11,footway,,private,,,,no,way/997422858
Eway/997422858_1,N12d4868444_41d8947604,N12d4868289_41d8947674,0.001501,0.02,footway,,private,,,,no,way/997422858
Eway/997422858_1_R,N12d4868289_41d8947674,N12d4868444_41d8947604,0.001501,0.02,footway,,private,,,,no,way/997422858
Eway/997422859_0,N12d4868289_41d8947674,N12d4867981_41d8947899,0.003572,0.07,steps,,private,,,,no,way/997422859
Eway/997422859_0_R,N12d4867981_41d8947899,N12d4868289_41d8947674,0.003572,0.07,steps,,private,,,,no,way/997422859
Eway/997422859_1,N12d4867981_41d8947899,N12d4867974_41d8948003,0.001158,0.02,steps,,private,,,,no,way/997422859
Eway/997422859_1_R,N12d4867974_41d8948003,N12d4867981_41d8947899,0.001158,0.02,steps,,private,,,,no,way/997422859
Eway/997422859_2,N12d4867974_41d8948003,N12d4868158_41d8948205,0.002714,0.05,steps,,private,,,,no,way/997422859
Eway/997422859_2_R,N12d4868158_41d8948205,N12d4867974_41d8948003,0.002714,0.05,steps,,private,,,,no,way/997422859
Eway/997422867_0,N12d4870839_41d8941999,N12d4871396_41d8942342,0.005983,0.07,footway,,private,,,,no,way/997422867
Eway/997422867_0_R,N12d4871396_41d8942342,N12d4870839_41d8941999,0.005983,0.07,footway,,private,,,,no,way/997422867
Eway/997422868_0,N12d4871616_41d8942477,N12d4871917_41d8942662,0.003231,0.04,footway,,private,,,,no,way/997422868
Eway/997422868_0_R,N12d4871917_41d8942662,N12d4871616_41d8942477,0.003231,0.04,footway,,private,,,,no,way/997422868
Eway/997422869_0,N12d4871396_41d8942342,N12d4871616_41d8942477,0.002360,0.05,steps,,private,,,,no,way/997422869
Eway/997422869_0_R,N12d4871616_41d8942477,N12d4871396_41d8942342,0.002360,0.05,steps,,private,,,,no,way/997422869
Eway/998204743_0,N12d4861465_41d8886843,N12d4861109_41d8886220,0.007528,0.09,footway,paving_stones,,,,,yes,way/998204743
Eway/998204743_0_R,N12d4861109_41d8886220,N12d4861465_41d8886843,0.007528,0.09,footway,paving_stones,,,,,yes,way/998204743
Eway/998205160_0,N12d4875107_41d8907290,N12d4874122_41d8905836,0.018107,0.36,steps,paving_stones,,,,,yes,way/998205160
Eway/998205160_0_R,N12d4874122_41d8905836,N12d4875107_41d8907290,0.018107,0.36,steps,paving_stones,,,,,yes,way/998205160
Eway/998205182_0,N12d4873764_41d8929545,N12d4874073_41d8929913,0.004826,0.06,service,sett,,no,,,yes,way/998205182
Eway/998205182_0_R,N12d4874073_41d8929913,N12d4873764_41d8929545,0.004826,0.06,service,sett,,no,,,yes,way/998205182
Eway/998453895_0,N12d4922103_41d8912313,N12d4922190_41d8912684,0.004188,0.08,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_0_R,N12d4922190_41d8912684,N12d4922103_41d8912313,0.004188,0.08,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_1,N12d4922190_41d8912684,N12d4922283_41d8912749,0.001056,0.02,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_1_R,N12d4922283_41d8912749,N12d4922190_41d8912684,0.001056,0.02,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_2,N12d4922283_41d8912749,N12d4922422_41d8912796,0.001264,0.03,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_2_R,N12d4922422_41d8912796,N12d4922283_41d8912749,0.001264,0.03,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_3,N12d4922422_41d8912796,N12d4923594_41d8913064,0.010149,0.20,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_3_R,N12d4923594_41d8913064,N12d4922422_41d8912796,0.010149,0.20,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_4,N12d4923594_41d8913064,N12d4923720_41d8913124,0.001238,0.02,steps,paving_stones,,,,,yes,way/998453895
Eway/998453895_4_R,N12d4923720_41d8913124,N12d4923594_41d8913064,0.001238,0.02,steps,paving_stones,,,,,yes,way/998453895
Eway/998809767_0,N12d4866718_41d8910251,N12d4866599_41d8910048,0.002463,0.05,steps,,private,,,,no,way/998809767
Eway/998809767_0_R,N12d4866599_41d8910048,N12d4866718_41d8910251,0.002463,0.05,steps,,private,,,,no,way/998809767
Eway/998809780_0,N12d4864106_41d8906736,N12d4863203_41d8905968,0.011349,0.23,steps,paving_stones,,,,,yes,way/998809780
Eway/998809780_0_R,N12d4863203_41d8905968,N12d4864106_41d8906736,0.011349,0.23,steps,paving_stones,,,,,yes,way/998809780
Eway/998809781_0,N12d4868764_41d8901801,N12d4867078_41d8902795,0.017803,0.21,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_0_R,N12d4867078_41d8902795,N12d4868764_41d8901801,0.017803,0.21,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_1,N12d4867078_41d8902795,N12d4865672_41d8903542,0.014298,0.17,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_1_R,N12d4865672_41d8903542,N12d4867078_41d8902795,0.014298,0.17,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_2,N12d4865672_41d8903542,N12d4862585_41d8905450,0.033213,0.40,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_2_R,N12d4862585_41d8905450,N12d4865672_41d8903542,0.033213,0.40,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_3,N12d4862585_41d8905450,N12d4863203_41d8905968,0.007704,0.09,footway,compacted,,,no,,yes,way/998809781
Eway/998809781_3_R,N12d4863203_41d8905968,N12d4862585_41d8905450,0.007704,0.09,footway,compacted,,,no,,yes,way/998809781
Eway/998809800_0,N12d4864893_41d8909150,N12d4863615_41d8909267,0.010658,0.13,footway,,,,,,yes,way/998809800
Eway/998809800_0_R,N12d4863615_41d8909267,N12d4864893_41d8909150,0.010658,0.13,footway,,,,,,yes,way/998809800
Eway/998809801_0,N12d4867599_41d8908019,N12d4867649_41d8908097,0.000961,0.01,path,,private,,,,no,way/998809801
Eway/998809801_0_R,N12d4867649_41d8908097,N12d4867599_41d8908019,0.000961,0.01,path,,private,,,,no,way/998809801
Eway/998809801_1,N12d4867649_41d8908097,N12d4867163_41d8908291,0.004565,0.05,path,,private,,,,no,way/998809801
Eway/998809801_1_R,N12d4867163_41d8908291,N12d4867649_41d8908097,0.004565,0.05,path,,private,,,,no,way/998809801
Eway/998809801_2,N12d4867163_41d8908291,N12d4866868_41d8908665,0.004823,0.06,path,,private,,,,no,way/998809801
Eway/998809801_2_R,N12d4866868_41d8908665,N12d4867163_41d8908291,0.004823,0.06,path,,private,,,,no,way/998809801
Eway/998809801_3,N12d4866868_41d8908665,N12d4865513_41d8909149,0.012440,0.15,path,,private,,,,no,way/998809801
Eway/998809801_3_R,N12d4865513_41d8909149,N12d4866868_41d8908665,0.012440,0.15,path,,private,,,,no,way/998809801
Eway/998809802_0,N12d4867230_41d8907622,N12d4867338_41d8907717,0.001384,0.02,footway,,,,,,yes,way/998809802
Eway/998809802_0_R,N12d4867338_41d8907717,N12d4867230_41d8907622,0.001384,0.02,footway,,,,,,yes,way/998809802
Eway/998809803_0,N12d4867338_41d8907717,N12d4867483_41d8907843,0.001845,0.04,steps,,private,,,,no,way/998809803
Eway/998809803_0_R,N12d4867483_41d8907843,N12d4867338_41d8907717,0.001845,0.04,steps,,private,,,,no,way/998809803
Eway/998809803_1,N12d4867483_41d8907843,N12d4867599_41d8908019,0.002180,0.04,steps,,private,,,,no,way/998809803
Eway/998809803_1_R,N12d4867599_41d8908019,N12d4867483_41d8907843,0.002180,0.04,steps,,private,,,,no,way/998809803
Eway/998809809_0,N12d4866816_41d8911449,N12d4866904_41d8911420,0.000797,0.02,steps,,private,,,,no,way/998809809
Eway/998809809_0_R,N12d4866904_41d8911420,N12d4866816_41d8911449,0.000797,0.02,steps,,private,,,,no,way/998809809
Eway/998809809_1,N12d4866904_41d8911420,N12d4867218_41d8911315,0.002849,0.06,steps,,private,,,,no,way/998809809
Eway/998809809_1_R,N12d4867218_41d8911315,N12d4866904_41d8911420,0.002849,0.06,steps,,private,,,,no,way/998809809
Eway/998809810_0,N12d4862268_41d8914109,N12d4862171_41d8913939,0.002054,0.02,path,,,,,,yes,way/998809810
Eway/998809810_0_R,N12d4862171_41d8913939,N12d4862268_41d8914109,0.002054,0.02,path,,,,,,yes,way/998809810
Eway/998809811_0,N12d4862171_41d8913939,N12d4862073_41d8913767,0.002077,0.02,path,,private,,,,no,way/998809811
Eway/998809811_0_R,N12d4862073_41d8913767,N12d4862171_41d8913939,0.002077,0.02,path,,private,,,,no,way/998809811
Eway/998809811_1,N12d4862073_41d8913767,N12d4862340_41d8913673,0.002445,0.03,path,,private,,,,no,way/998809811
Eway/998809811_1_R,N12d4862340_41d8913673,N12d4862073_41d8913767,0.002445,0.03,path,,private,,,,no,way/998809811
Eway/998809811_2,N12d4862340_41d8913673,N12d4862261_41d8913543,0.001587,0.02,path,,private,,,,no,way/998809811
Eway/998809811_2_R,N12d4862261_41d8913543,N12d4862340_41d8913673,0.001587,0.02,path,,private,,,,no,way/998809811
Eway/998809812_0,N12d4863978_41d8915973,N12d4863867_41d8915753,0.002613,0.05,steps,,,,,,yes,way/998809812
Eway/998809812_0_R,N12d4863867_41d8915753,N12d4863978_41d8915973,0.002613,0.05,steps,,,,,,yes,way/998809812
Eway/998809813_0,N12d4863867_41d8915753,N12d4863736_41d8915502,0.002994,0.04,path,,,,,,yes,way/998809813
Eway/998809813_0_R,N12d4863736_41d8915502,N12d4863867_41d8915753,0.002994,0.04,path,,,,,,yes,way/998809813
Eway/998809814_0,N12d4864063_41d8917664,N12d4863978_41d8915973,0.018816,0.23,path,,,,,,yes,way/998809814
Eway/998809814_0_R,N12d4863978_41d8915973,N12d4864063_41d8917664,0.018816,0.23,path,,,,,,yes,way/998809814
Eway/998809820_0,N12d4867556_41d8910472,N12d4867360_41d8910534,0.001763,0.02,pedestrian,paving_stones,,,,,yes,way/998809820
Eway/998809820_0_R,N12d4867360_41d8910534,N12d4867556_41d8910472,0.001763,0.02,pedestrian,paving_stones,,,,,yes,way/998809820
Eway/998809821_0,N12d4867870_41d8910373,N12d4867556_41d8910472,0.002823,0.03,pedestrian,paving_stones,,,,,yes,way/998809821
Eway/998809821_0_R,N12d4867556_41d8910472,N12d4867870_41d8910373,0.002823,0.03,pedestrian,paving_stones,,,,,yes,way/998809821
Eway/998809822_0,N12d4868065_41d8910311,N12d4867870_41d8910373,0.001755,0.02,pedestrian,paving_stones,,,,,yes,way/998809822
Eway/998809822_0_R,N12d4867870_41d8910373,N12d4868065_41d8910311,0.001755,0.02,pedestrian,paving_stones,,,,,yes,way/998809822
Eway/998809823_0,N12d4868492_41d8910176,N12d4868065_41d8910311,0.003840,0.05,pedestrian,paving_stones,,,,,yes,way/998809823
Eway/998809823_0_R,N12d4868065_41d8910311,N12d4868492_41d8910176,0.003840,0.05,pedestrian,paving_stones,,,,,yes,way/998809823
Eway/998809824_0,N12d4868685_41d8910115,N12d4868492_41d8910176,0.001736,0.02,pedestrian,paving_stones,,,,,yes,way/998809824
Eway/998809824_0_R,N12d4868492_41d8910176,N12d4868685_41d8910115,0.001736,0.02,pedestrian,paving_stones,,,,,yes,way/998809824
Eway/998809825_0,N12d4869157_41d8909965,N12d4868685_41d8910115,0.004248,0.05,pedestrian,paving_stones,,,,,yes,way/998809825
Eway/998809825_0_R,N12d4868685_41d8910115,N12d4869157_41d8909965,0.004248,0.05,pedestrian,paving_stones,,,,,yes,way/998809825
Eway/998809826_0,N12d4869335_41d8909909,N12d4869157_41d8909965,0.001600,0.02,pedestrian,paving_stones,,,,,yes,way/998809826
Eway/998809826_0_R,N12d4869157_41d8909965,N12d4869335_41d8909909,0.001600,0.02,pedestrian,paving_stones,,,,,yes,way/998809826
Eway/998809827_0,N12d4869682_41d8909799,N12d4869335_41d8909909,0.003122,0.04,pedestrian,paving_stones,,,,,yes,way/998809827
Eway/998809827_0_R,N12d4869335_41d8909909,N12d4869682_41d8909799,0.003122,0.04,pedestrian,paving_stones,,,,,yes,way/998809827
Eway/998809867_0,N12d4861023_41d8909462,N12d4860821_41d8909508,0.001749,0.02,footway,,,,,,yes,way/998809867
Eway/998809867_0_R,N12d4860821_41d8909508,N12d4861023_41d8909462,0.001749,0.02,footway,,,,,,yes,way/998809867
Eway/998809868_0,N12d4862801_41d8909065,N12d4861023_41d8909462,0.015365,0.18,footway,,,,,,yes,way/998809868
Eway/998809868_0_R,N12d4861023_41d8909462,N12d4862801_41d8909065,0.015365,0.18,footway,,,,,,yes,way/998809868
Eway/998809876_0,N12d4860821_41d8909508,N12d4860041_41d8909688,0.006760,0.08,footway,,,,,,yes,way/998809876
Eway/998809876_0_R,N12d4860041_41d8909688,N12d4860821_41d8909508,0.006760,0.08,footway,,,,,,yes,way/998809876
Eway/998809877_0,N12d4865936_41d8908261,N12d4864746_41d8908626,0.010654,0.13,footway,,,,,,yes,way/998809877
Eway/998809877_0_R,N12d4864746_41d8908626,N12d4865936_41d8908261,0.010654,0.13,footway,,,,,,yes,way/998809877
Eway/998809877_1,N12d4864746_41d8908626,N12d4862801_41d8909065,0.016824,0.20,footway,,,,,,yes,way/998809877
Eway/998809877_1_R,N12d4862801_41d8909065,N12d4864746_41d8908626,0.016824,0.20,footway,,,,,,yes,way/998809877
Eway/998809955_0,N12d4870999_41d8905221,N12d4870623_41d8905445,0.003986,0.05,footway,,,,,,yes,way/998809955
Eway/998809955_0_R,N12d4870623_41d8905445,N12d4870999_41d8905221,0.003986,0.05,footway,,,,,,yes,way/998809955
Eway/998809955_1,N12d4870623_41d8905445,N12d4870187_41d8905590,0.003953,0.05,footway,,,,,,yes,way/998809955
Eway/998809955_1_R,N12d4870187_41d8905590,N12d4870623_41d8905445,0.003953,0.05,footway,,,,,,yes,way/998809955
Eway/998809955_2,N12d4870187_41d8905590,N12d4869496_41d8905675,0.005797,0.07,footway,,,,,,yes,way/998809955
Eway/998809955_2_R,N12d4869496_41d8905675,N12d4870187_41d8905590,0.005797,0.07,footway,,,,,,yes,way/998809955
Eway/998809955_3,N12d4869496_41d8905675,N12d4869235_41d8905780,0.002456,0.03,footway,,,,,,yes,way/998809955
Eway/998809955_3_R,N12d4869235_41d8905780,N12d4869496_41d8905675,0.002456,0.03,footway,,,,,,yes,way/998809955
Eway/998809955_4,N12d4869235_41d8905780,N12d4868296_41d8906693,0.012786,0.15,footway,,,,,,yes,way/998809955
Eway/998809955_4_R,N12d4868296_41d8906693,N12d4869235_41d8905780,0.012786,0.15,footway,,,,,,yes,way/998809955
Eway/998809955_5,N12d4868296_41d8906693,N12d4867512_41d8907447,0.010602,0.13,footway,,,,,,yes,way/998809955
Eway/998809955_5_R,N12d4867512_41d8907447,N12d4868296_41d8906693,0.010602,0.13,footway,,,,,,yes,way/998809955
Eway/998809955_6,N12d4867512_41d8907447,N12d4867230_41d8907622,0.003039,0.04,footway,,,,,,yes,way/998809955
Eway/998809955_6_R,N12d4867230_41d8907622,N12d4867512_41d8907447,0.003039,0.04,footway,,,,,,yes,way/998809955
Eway/998809955_7,N12d4867230_41d8907622,N12d4866626_41d8907996,0.006503,0.08,footway,,,,,,yes,way/998809955
Eway/998809955_7_R,N12d4866626_41d8907996,N12d4867230_41d8907622,0.006503,0.08,footway,,,,,,yes,way/998809955
Eway/998809955_8,N12d4866626_41d8907996,N12d4865936_41d8908261,0.006427,0.08,footway,,,,,,yes,way/998809955
Eway/998809955_8_R,N12d4865936_41d8908261,N12d4866626_41d8907996,0.006427,0.08,footway,,,,,,yes,way/998809955
Eway/998809956_0,N12d4858875_41d8911156,N12d4858509_41d8910524,0.007653,0.09,footway,,,,,,yes,way/998809956
Eway/998809956_0_R,N12d4858509_41d8910524,N12d4858875_41d8911156,0.007653,0.09,footway,,,,,,yes,way/998809956
Eway/998809957_0,N12d4860096_41d8912954,N12d4859394_41d8911714,0.014963,0.18,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_0_R,N12d4859394_41d8911714,N12d4860096_41d8912954,0.014963,0.18,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_1,N12d4859394_41d8911714,N12d4859245_41d8911762,0.001344,0.02,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_1_R,N12d4859245_41d8911762,N12d4859394_41d8911714,0.001344,0.02,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_2,N12d4859245_41d8911762,N12d4858784_41d8911931,0.004254,0.05,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_2_R,N12d4858784_41d8911931,N12d4859245_41d8911762,0.004254,0.05,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_3,N12d4858784_41d8911931,N12d4857284_41d8909642,0.028320,0.34,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_3_R,N12d4857284_41d8909642,N12d4858784_41d8911931,0.028320,0.34,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_4,N12d4857284_41d8909642,N12d4856955_41d8909187,0.005746,0.07,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_4_R,N12d4856955_41d8909187,N12d4857284_41d8909642,0.005746,0.07,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_5,N12d4856955_41d8909187,N12d4856940_41d8909054,0.001484,0.02,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_5_R,N12d4856940_41d8909054,N12d4856955_41d8909187,0.001484,0.02,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_6,N12d4856940_41d8909054,N12d4857011_41d8908986,0.000958,0.01,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_6_R,N12d4857011_41d8908986,N12d4856940_41d8909054,0.000958,0.01,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_7,N12d4857011_41d8908986,N12d4857189_41d8908980,0.001475,0.02,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_7_R,N12d4857189_41d8908980,N12d4857011_41d8908986,0.001475,0.02,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_8,N12d4857189_41d8908980,N12d4857533_41d8909219,0.003895,0.05,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_8_R,N12d4857533_41d8909219,N12d4857189_41d8908980,0.003895,0.05,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_9,N12d4857533_41d8909219,N12d4858001_41d8909677,0.006399,0.08,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_9_R,N12d4858001_41d8909677,N12d4857533_41d8909219,0.006399,0.08,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_10,N12d4858001_41d8909677,N12d4858200_41d8909991,0.003861,0.05,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_10_R,N12d4858200_41d8909991,N12d4858001_41d8909677,0.003861,0.05,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_11,N12d4858200_41d8909991,N12d4858509_41d8910524,0.006455,0.08,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_11_R,N12d4858509_41d8910524,N12d4858200_41d8909991,0.006455,0.08,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_12,N12d4858509_41d8910524,N12d4859280_41d8909975,0.008832,0.11,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_12_R,N12d4859280_41d8909975,N12d4858509_41d8910524,0.008832,0.11,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_13,N12d4859280_41d8909975,N12d4859472_41d8909813,0.002402,0.03,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809957_13_R,N12d4859472_41d8909813,N12d4859280_41d8909975,0.002402,0.03,footway,paving_stones,,,no,,yes,way/998809957
Eway/998809960_0,N12d4866682_41d8912695,N12d4866445_41d8912329,0.004518,0.05,path,,,,,,yes,way/998809960
Eway/998809960_0_R,N12d4866445_41d8912329,N12d4866682_41d8912695,0.004518,0.05,path,,,,,,yes,way/998809960
Eway/998809960_1,N12d4866445_41d8912329,N12d4866264_41d8912389,0.001640,0.02,path,,,,,,yes,way/998809960
Eway/998809960_1_R,N12d4866264_41d8912389,N12d4866445_41d8912329,0.001640,0.02,path,,,,,,yes,way/998809960
Eway/998809960_2,N12d4866264_41d8912389,N12d4866194_41d8912279,0.001353,0.02,path,,,,,,yes,way/998809960
Eway/998809960_2_R,N12d4866194_41d8912279,N12d4866264_41d8912389,0.001353,0.02,path,,,,,,yes,way/998809960
Eway/998809964_0,N12d4866816_41d8911449,N12d4866436_41d8910876,0.007106,0.09,path,,,,,,yes,way/998809964
Eway/998809964_0_R,N12d4866436_41d8910876,N12d4866816_41d8911449,0.007106,0.09,path,,,,,,yes,way/998809964
Eway/998809965_0,N12d4867218_41d8911315,N12d4868830_41d8910773,0.014641,0.18,path,,private,,,,no,way/998809965
Eway/998809965_0_R,N12d4868830_41d8910773,N12d4867218_41d8911315,0.014641,0.18,path,,private,,,,no,way/998809965
Eway/998809966_0,N12d4866309_41d8911620,N12d4866816_41d8911449,0.004607,0.09,steps,,,,,,yes,way/998809966
Eway/998809966_0_R,N12d4866816_41d8911449,N12d4866309_41d8911620,0.004607,0.09,steps,,,,,,yes,way/998809966
Eway/998809967_0,N12d4866110_41d8911686,N12d4866309_41d8911620,0.001803,0.02,path,,,,,,yes,way/998809967
Eway/998809967_0_R,N12d4866309_41d8911620,N12d4866110_41d8911686,0.001803,0.02,path,,,,,,yes,way/998809967
Eway/998809968_0,N12d4865960_41d8911737,N12d4866110_41d8911686,0.001365,0.03,steps,,,,,,yes,way/998809968
Eway/998809968_0_R,N12d4866110_41d8911686,N12d4865960_41d8911737,0.001365,0.03,steps,,,,,,yes,way/998809968
Eway/998809969_0,N12d4866194_41d8912279,N12d4865903_41d8911799,0.005856,0.12,steps,,,,,,yes,way/998809969
Eway/998809969_0_R,N12d4865903_41d8911799,N12d4866194_41d8912279,0.005856,0.12,steps,,,,,,yes,way/998809969
Eway/998809970_0,N12d4865903_41d8911799,N12d4865881_41d8911763,0.000440,0.01,path,,,,,,yes,way/998809970
Eway/998809970_0_R,N12d4865881_41d8911763,N12d4865903_41d8911799,0.000440,0.01,path,,,,,,yes,way/998809970
Eway/998809970_1,N12d4865881_41d8911763,N12d4865960_41d8911737,0.000715,0.01,path,,,,,,yes,way/998809970
Eway/998809970_1_R,N12d4865960_41d8911737,N12d4865881_41d8911763,0.000715,0.01,path,,,,,,yes,way/998809970
Eway/998809980_0,N12d4861242_41d8913372,N12d4861309_41d8913491,0.001435,0.03,steps,,private,,,,no,way/998809980
Eway/998809980_0_R,N12d4861309_41d8913491,N12d4861242_41d8913372,0.001435,0.03,steps,,private,,,,no,way/998809980
Eway/998809981_0,N12d4861577_41d8913427,N12d4861547_41d8913382,0.000559,0.01,steps,,private,,,,no,way/998809981
Eway/998809981_0_R,N12d4861547_41d8913382,N12d4861577_41d8913427,0.000559,0.01,steps,,private,,,,no,way/998809981
Eway/998809982_0,N12d4861540_41d8913500,N12d4861611_41d8913480,0.000628,0.01,path,,private,,,,no,way/998809982
Eway/998809982_0_R,N12d4861611_41d8913480,N12d4861540_41d8913500,0.000628,0.01,path,,private,,,,no,way/998809982
Eway/998809982_1,N12d4861611_41d8913480,N12d4861577_41d8913427,0.000653,0.01,path,,private,,,,no,way/998809982
Eway/998809982_1_R,N12d4861577_41d8913427,N12d4861611_41d8913480,0.000653,0.01,path,,private,,,,no,way/998809982
Eway/998809983_0,N12d4861416_41d8913542,N12d4861540_41d8913500,0.001128,0.02,steps,,private,,,,no,way/998809983
Eway/998809983_0_R,N12d4861540_41d8913500,N12d4861416_41d8913542,0.001128,0.02,steps,,private,,,,no,way/998809983
Eway/998809984_0,N12d4861309_41d8913491,N12d4861349_41d8913562,0.000856,0.01,path,,private,,,,no,way/998809984
Eway/998809984_0_R,N12d4861349_41d8913562,N12d4861309_41d8913491,0.000856,0.01,path,,private,,,,no,way/998809984
Eway/998809984_1,N12d4861349_41d8913562,N12d4861416_41d8913542,0.000598,0.01,path,,private,,,,no,way/998809984
Eway/998809984_1_R,N12d4861416_41d8913542,N12d4861349_41d8913562,0.000598,0.01,path,,private,,,,no,way/998809984
Eway/998809985_0,N12d4861316_41d8913277,N12d4861208_41d8913312,0.000975,0.01,path,,private,,,,no,way/998809985
Eway/998809985_0_R,N12d4861208_41d8913312,N12d4861316_41d8913277,0.000975,0.01,path,,private,,,,no,way/998809985
Eway/998809985_1,N12d4861208_41d8913312,N12d4861242_41d8913372,0.000724,0.01,path,,private,,,,no,way/998809985
Eway/998809985_1_R,N12d4861242_41d8913372,N12d4861208_41d8913312,0.000724,0.01,path,,private,,,,no,way/998809985
Eway/998809986_0,N12d4861547_41d8913382,N12d4861463_41d8913245,0.001675,0.02,path,,private,,,,no,way/998809986
Eway/998809986_0_R,N12d4861463_41d8913245,N12d4861547_41d8913382,0.001675,0.02,path,,private,,,,no,way/998809986
Eway/998809986_1,N12d4861463_41d8913245,N12d4861363_41d8913090,0.001912,0.02,path,,private,,,,no,way/998809986
Eway/998809986_1_R,N12d4861363_41d8913090,N12d4861463_41d8913245,0.001912,0.02,path,,private,,,,no,way/998809986
Eway/998809987_0,N12d4862261_41d8913543,N12d4862045_41d8913201,0.004202,0.08,steps,,private,,,,no,way/998809987
Eway/998809987_0_R,N12d4862045_41d8913201,N12d4862261_41d8913543,0.004202,0.08,steps,,private,,,,no,way/998809987
Eway/998809988_0,N12d4861863_41d8913104,N12d4861564_41d8913208,0.002732,0.05,steps,,private,,,,no,way/998809988
Eway/998809988_0_R,N12d4861564_41d8913208,N12d4861863_41d8913104,0.002732,0.05,steps,,private,,,,no,way/998809988
Eway/998809989_0,N12d4861564_41d8913208,N12d4861463_41d8913245,0.000932,0.01,path,,private,,,,no,way/998809989
Eway/998809989_0_R,N12d4861463_41d8913245,N12d4861564_41d8913208,0.000932,0.01,path,,private,,,,no,way/998809989
Eway/998809990_0,N12d4862045_41d8913201,N12d4861969_41d8913068,0.001607,0.02,path,,private,,,,no,way/998809990
Eway/998809990_0_R,N12d4861969_41d8913068,N12d4862045_41d8913201,0.001607,0.02,path,,private,,,,no,way/998809990
Eway/998809990_1,N12d4861969_41d8913068,N12d4861863_41d8913104,0.000964,0.01,path,,private,,,,no,way/998809990
Eway/998809990_1_R,N12d4861863_41d8913104,N12d4861969_41d8913068,0.000964,0.01,path,,private,,,,no,way/998809990
Eway/998810006_0,N12d4860930_41d8914553,N12d4860420_41d8914563,0.004223,0.05,path,,private,,,,no,way/998810006
Eway/998810006_0_R,N12d4860420_41d8914563,N12d4860930_41d8914553,0.004223,0.05,path,,private,,,,no,way/998810006
Eway/998810007_0,N12d4861903_41d8914227,N12d4861558_41d8914338,0.003111,0.04,path,,private,,,,no,way/998810007
Eway/998810007_0_R,N12d4861558_41d8914338,N12d4861903_41d8914227,0.003111,0.04,path,,private,,,,no,way/998810007
Eway/998810008_0,N12d4861969_41d8914205,N12d4861903_41d8914227,0.000599,0.01,path,,private,,,,no,way/998810008
