edge_id,from_node_id,to_node_id,distance_km,travel_time_min,highway,surface,access,oneway,lit,wheelchair,routable_walk,source_id
Eway/106119401_0_R,N12d4993159_41d8848158,N12d4994708_41d8846155,0.025700,0.31,service,asphalt,,,,,yes,way/106119401
Eway/106119403_0,N12d4983441_41d8843997,N12d4984989_41d8841993,0.025706,0.31,service,asphalt,,,,,yes,way/106119403
Eway/106119403_0_R,N12d4984989_41d8841993,N12d4983441_41d8843997,0.025706,0.31,service,asphalt,,,,,yes,way/106119403
Eway/106119405_0,N12d4988323_41d8846087,N12d4989871_41d8844083,0.025706,0.31,service,asphalt,,,,,yes,way/106119405
Eway/106119405_0_R,N12d4989871_41d8844083,N12d4988323_41d8846087,0.025706,0.31,service,asphalt,,,,,yes,way/106119405
Eway/106119411_0,N12d4983283_41d8841262,N12d4981804_41d8843296,0.025719,0.31,service,asphalt,,,,,yes,way/106119411
Eway/106119411_0_R,N12d4981804_41d8843296,N12d4983283_41d8841262,0.025719,0.31,service,asphalt,,,,,yes,way/106119411
Eway/106119414_0,N12d4998018_41d8847572,N12d4996470_41d8849576,0.025706,0.31,service,asphalt,,,,,yes,way/106119414
Eway/106119414_0_R,N12d4996470_41d8849576,N12d4998018_41d8847572,0.025706,0.31,service,asphalt,,,,,yes,way/106119414
Eway/106119418_0,N12d4990071_41d8846836,N12d4991620_41d8844832,0.025710,0.31,service,asphalt,,,,,yes,way/106119418
Eway/106119418_0_R,N12d4991620_41d8844832,N12d4990071_41d8846836,0.025710,0.31,service,asphalt,,,,,yes,way/106119418
Eway/106129566_0,N12d5007313_41d8902935,N12d5007219_41d8902474,0.005185,0.10,steps,,,,,,yes,way/106129566
Eway/106129566_0_R,N12d5007219_41d8902474,N12d5007313_41d8902935,0.005185,0.10,steps,,,,,,yes,way/106129566
Eway/106129566_1,N12d5007219_41d8902474,N12d5007405_41d8901904,0.006522,0.13,steps,,,,,,yes,way/106129566
Eway/106129566_1_R,N12d5007405_41d8901904,N12d5007219_41d8902474,0.006522,0.13,steps,,,,,,yes,way/106129566
Eway/106129566_2,N12d5007405_41d8901904,N12d5007555_41d8901731,0.002290,0.05,steps,,,,,,yes,way/106129566
Eway/106129566_2_R,N12d5007555_41d8901731,N12d5007405_41d8901904,0.002290,0.05,steps,,,,,,yes,way/106129566
Eway/106129566_3,N12d5007555_41d8901731,N12d5008509_41d8900970,0.011574,0.23,steps,,,,,,yes,way/106129566
Eway/106129566_3_R,N12d5008509_41d8900970,N12d5007555_41d8901731,0.011574,0.23,steps,,,,,,yes,way/106129566
Eway/106177706_0,N12d5033022_41d8859021,N12d5032146_41d8859523,0.009151,0.11,service,asphalt,,,,,yes,way/106177706
Eway/106177706_0_R,N12d5032146_41d8859523,N12d5033022_41d8859021,0.009151,0.11,service,asphalt,,,,,yes,way/106177706
Eway/106177706_1,N12d5032146_41d8859523,N12d5031784_41d8859744,0.003875,0.05,service,asphalt,,,,,yes,way/106177706
Eway/106177706_1_R,N12d5031784_41d8859744,N12d5032146_41d8859523,0.003875,0.05,service,asphalt,,,,,yes,way/106177706
Eway/106177708_0,N12d5030807_41d8860403,N12d5030422_41d8860469,0.003271,0.04,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_1,N12d5030422_41d8860469,N12d5030182_41d8860454,0.001994,0.02,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_2,N12d5030182_41d8860454,N12d5030003_41d8860419,0.001532,0.02,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_3,N12d5030003_41d8860419,N12d5029842_41d8860305,0.001839,0.02,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_4,N12d5029842_41d8860305,N12d5029642_41d8860007,0.003704,0.04,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_5,N12d5029642_41d8860007,N12d5028495_41d8858044,0.023803,0.29,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_6,N12d5028495_41d8858044,N12d5028239_41d8857859,0.002953,0.04,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_7,N12d5028239_41d8857859,N12d5027982_41d8857700,0.002766,0.03,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_8,N12d5027982_41d8857700,N12d5026142_41d8856508,0.020191,0.24,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_9,N12d5026142_41d8856508,N12d5026002_41d8856136,0.004296,0.05,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_10,N12d5026002_41d8856136,N12d5025722_41d8855824,0.004172,0.05,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_11,N12d5025722_41d8855824,N12d5025153_41d8855468,0.006153,0.07,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_12,N12d5025153_41d8855468,N12d5024603_41d8855124,0.005947,0.07,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_13,N12d5024603_41d8855124,N12d5024063_41d8854990,0.004712,0.06,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_14,N12d5024063_41d8854990,N12d5023569_41d8854992,0.004090,0.05,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_15,N12d5023569_41d8854992,N12d5023216_41d8854932,0.002997,0.04,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_16,N12d5023216_41d8854932,N12d5021755_41d8853901,0.016665,0.20,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_17,N12d5021755_41d8853901,N12d5021273_41d8853619,0.005075,0.06,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_18,N12d5021273_41d8853619,N12d5020681_41d8853580,0.004920,0.06,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_19,N12d5020681_41d8853580,N12d5020059_41d8853608,0.005158,0.06,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_20,N12d5020059_41d8853608,N12d5018571_41d8853674,0.012340,0.15,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_21,N12d5018571_41d8853674,N12d5018068_41d8853506,0.004564,0.05,service,asphalt,,yes,,,yes,way/106177708
Eway/106177708_22,N12d5018068_41d8853506,N12d5017702_41d8852659,0.009894,0.12,service,asphalt,,yes,,,yes,way/106177708
Eway/106182817_0,N12d4986679_41d8845384,N12d4988227_41d8843380,0.025706,0.31,service,asphalt,,,,,yes,way/106182817
Eway/106182817_0_R,N12d4988227_41d8843380,N12d4986679_41d8845384,0.025706,0.31,service,asphalt,,,,,yes,way/106182817
Eway/106205318_0,N12d4824479_41d8866590,N12d4829014_41d8860801,0.074518,0.89,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_1,N12d4829014_41d8860801,N12d4829372_41d8860319,0.006124,0.07,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_2,N12d4829372_41d8860319,N12d4829598_41d8859977,0.004238,0.05,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_3,N12d4829598_41d8859977,N12d4829698_41d8859672,0.003491,0.04,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_4,N12d4829698_41d8859672,N12d4829654_41d8859437,0.002638,0.03,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_5,N12d4829654_41d8859437,N12d4829593_41d8859189,0.002803,0.03,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_6,N12d4829593_41d8859189,N12d4829472_41d8858861,0.003782,0.05,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_7,N12d4829472_41d8858861,N12d4829345_41d8858567,0.003434,0.04,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_8,N12d4829345_41d8858567,N12d4828497_41d8856560,0.023395,0.28,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_9,N12d4828497_41d8856560,N12d4828307_41d8856176,0.004550,0.05,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_10,N12d4828307_41d8856176,N12d4828140_41d8855915,0.003215,0.04,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_11,N12d4828140_41d8855915,N12d4827938_41d8855684,0.003065,0.04,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_12,N12d4827938_41d8855684,N12d4827633_41d8855396,0.004078,0.05,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_13,N12d4827633_41d8855396,N12d4825552_41d8853806,0.024685,0.30,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_14,N12d4825552_41d8853806,N12d4825102_41d8853497,0.005068,0.06,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_15,N12d4825102_41d8853497,N12d4824525_41d8853158,0.006085,0.07,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106205318_16,N12d4824525_41d8853158,N12d4824106_41d8852916,0.004390,0.05,residential,asphalt,,yes,yes,,yes,way/106205318
Eway/106365773_0,N12d5025559_41d8855151,N12d5025704_41d8855050,0.001644,0.02,service,asphalt,,,,,yes,way/106365773
Eway/106365773_0_R,N12d5025704_41d8855050,N12d5025559_41d8855151,0.001644,0.02,service,asphalt,,,,,yes,way/106365773
Eway/106365773_1,N12d5025704_41d8855050,N12d5026464_41d8854447,0.009195,0.11,service,asphalt,,,,,yes,way/106365773
Eway/106365773_1_R,N12d5026464_41d8854447,N12d5025704_41d8855050,0.009195,0.11,service,asphalt,,,,,yes,way/106365773
Eway/106365773_2,N12d5026464_41d8854447,N12d5026948_41d8854032,0.006111,0.07,service,asphalt,,,,,yes,way/106365773
Eway/106365773_2_R,N12d5026948_41d8854032,N12d5026464_41d8854447,0.006111,0.07,service,asphalt,,,,,yes,way/106365773
Eway/106365780_0,N12d5027039_41d8862890,N12d5021075_41d8860484,0.056154,0.67,service,asphalt,,yes,,,yes,way/106365780
Eway/106365788_0,N12d5028172_41d8863319,N12d5025391_41d8865441,0.032966,0.40,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_1,N12d5025391_41d8865441,N12d5025209_41d8865644,0.002714,0.03,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_2,N12d5025209_41d8865644,N12d5025091_41d8865905,0.003062,0.04,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_3,N12d5025091_41d8865905,N12d5024982_41d8866508,0.006766,0.08,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_4,N12d5024982_41d8866508,N12d5023458_41d8868230,0.022930,0.28,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_5,N12d5023458_41d8868230,N12d5023265_41d8868781,0.006332,0.08,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_6,N12d5023265_41d8868781,N12d5021567_41d8871131,0.029671,0.36,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_7,N12d5021567_41d8871131,N12d5021327_41d8871149,0.001997,0.02,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_8,N12d5021327_41d8871149,N12d5014592_41d8869290,0.059461,0.71,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_9,N12d5014592_41d8869290,N12d5014217_41d8869896,0.007419,0.09,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_10,N12d5014217_41d8869896,N12d5014093_41d8870008,0.001614,0.02,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_11,N12d5014093_41d8870008,N12d5013973_41d8870082,0.001290,0.02,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_12,N12d5013973_41d8870082,N12d5013783_41d8870149,0.001740,0.02,service,asphalt,,yes,,,yes,way/106365788
Eway/106365788_13,N12d5013783_41d8870149,N12d5013598_41d8870176,0.001561,0.02,service,asphalt,,yes,,,yes,way/106365788
Eway/106365790_0,N12d5028172_41d8863319,N12d5027702_41d8863132,0.004412,0.05,service,asphalt,,yes,,,yes,way/106365790
Eway/106365790_1,N12d5027702_41d8863132,N12d5027039_41d8862890,0.006113,0.07,service,asphalt,,yes,,,yes,way/106365790
Eway/106365802_0,N12d5025153_41d8855468,N12d5025559_41d8855151,0.004870,0.06,service,,,,,,yes,way/106365802
Eway/106365802_0_R,N12d5025559_41d8855151,N12d5025153_41d8855468,0.004870,0.06,service,,,,,,yes,way/106365802
Eway/106365805_0,N12d5019453_41d8851125,N12d5019770_41d8850870,0.003863,0.05,service,asphalt,,,,,yes,way/106365805
Eway/106365805_0_R,N12d5019770_41d8850870,N12d5019453_41d8851125,0.003863,0.05,service,asphalt,,,,,yes,way/106365805
Eway/106365805_1,N12d5019770_41d8850870,N12d5020429_41d8850311,0.008270,0.10,service,asphalt,,,,,yes,way/106365805
Eway/106365805_1_R,N12d5020429_41d8850311,N12d5019770_41d8850870,0.008270,0.10,service,asphalt,,,,,yes,way/106365805
Eway/106366989_0,N12d5033048_41d8872756,N12d5033326_41d8872697,0.002393,0.03,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_0_R,N12d5033326_41d8872697,N12d5033048_41d8872756,0.002393,0.03,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_1,N12d5033326_41d8872697,N12d5033771_41d8872615,0.003795,0.05,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_1_R,N12d5033771_41d8872615,N12d5033326_41d8872697,0.003795,0.05,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_2,N12d5033771_41d8872615,N12d5034198_41d8872543,0.003624,0.04,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_2_R,N12d5034198_41d8872543,N12d5033771_41d8872615,0.003624,0.04,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_3,N12d5034198_41d8872543,N12d5034687_41d8872471,0.004126,0.05,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_3_R,N12d5034687_41d8872471,N12d5034198_41d8872543,0.004126,0.05,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_4,N12d5034687_41d8872471,N12d5035158_41d8872408,0.003961,0.05,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_4_R,N12d5035158_41d8872408,N12d5034687_41d8872471,0.003961,0.05,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_5,N12d5035158_41d8872408,N12d5035748_41d8872343,0.004937,0.06,residential,sett,,no,yes,,yes,way/106366989
Eway/106366989_5_R,N12d5035748_41d8872343,N12d5035158_41d8872408,0.004937,0.06,residential,sett,,no,yes,,yes,way/106366989
Eway/107257937_0,N12d4995598_41d8832038,N12d5005170_41d8838792,0.109176,1.31,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_0_R,N12d5005170_41d8838792,N12d4995598_41d8832038,0.109176,1.31,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_1,N12d5005170_41d8838792,N12d5009241_41d8841706,0.046751,0.56,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_1_R,N12d5009241_41d8841706,N12d5005170_41d8838792,0.046751,0.56,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_2,N12d5009241_41d8841706,N12d5014704_41d8845391,0.061027,0.73,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_2_R,N12d5014704_41d8845391,N12d5009241_41d8841706,0.061027,0.73,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_3,N12d5014704_41d8845391,N12d5026751_41d8853895,0.137432,1.65,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_3_R,N12d5026751_41d8853895,N12d5014704_41d8845391,0.137432,1.65,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_4,N12d5026751_41d8853895,N12d5026948_41d8854032,0.002232,0.03,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_4_R,N12d5026948_41d8854032,N12d5026751_41d8853895,0.002232,0.03,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_5,N12d5026948_41d8854032,N12d5027483_41d8854405,0.006068,0.07,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_5_R,N12d5027483_41d8854405,N12d5026948_41d8854032,0.006068,0.07,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_6,N12d5027483_41d8854405,N12d5027890_41d8854793,0.005474,0.07,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_6_R,N12d5027890_41d8854793,N12d5027483_41d8854405,0.005474,0.07,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_7,N12d5027890_41d8854793,N12d5028398_41d8855359,0.007569,0.09,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_7_R,N12d5028398_41d8855359,N12d5027890_41d8854793,0.007569,0.09,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_8,N12d5028398_41d8855359,N12d5029409_41d8856432,0.014574,0.17,service,asphalt,no,no,,,no,way/107257937
Eway/107257937_8_R,N12d5029409_41d8856432,N12d5028398_41d8855359,0.014574,0.17,service,asphalt,no,no,,,no,way/107257937
Eway/107257942_0,N12d4995598_41d8832038,N12d4994044_41d8831871,0.012998,0.16,service,asphalt,no,yes,,,no,way/107257942
Eway/107257945_0,N12d4986965_41d8825743,N12d4987503_41d8826143,0.006294,0.08,service,asphalt,no,yes,,,no,way/107257945
Eway/107257945_1,N12d4987503_41d8826143,N12d4988232_41d8826650,0.008259,0.10,service,asphalt,no,yes,,,no,way/107257945
Eway/107257945_2,N12d4988232_41d8826650,N12d4988849_41d8827067,0.006899,0.08,service,asphalt,no,yes,,,no,way/107257945
Eway/107257945_3,N12d4988849_41d8827067,N12d4990415_41d8828120,0.017469,0.21,service,asphalt,no,yes,,,no,way/107257945
Eway/107257945_4,N12d4990415_41d8828120,N12d4994348_41d8831059,0.046132,0.55,service,asphalt,no,yes,,,no,way/107257945
Eway/107257945_5,N12d4994348_41d8831059,N12d4995598_41d8832038,0.015020,0.18,service,asphalt,no,yes,,,no,way/107257945
Eway/107293135_0,N12d4818265_41d8946562,N12d4818264_41d8946909,0.003858,0.05,service,sett,,yes,yes,,yes,way/107293135
Eway/107293135_1,N12d4818264_41d8946909,N12d4818292_41d8947247,0.003766,0.05,service,sett,,yes,yes,,yes,way/107293135
Eway/107293135_2,N12d4818292_41d8947247,N12d4818345_41d8947635,0.004337,0.05,service,sett,,yes,yes,,yes,way/107293135
Eway/107293135_3,N12d4818345_41d8947635,N12d4818449_41d8948055,0.004749,0.06,service,sett,,yes,yes,,yes,way/107293135
Eway/107293135_4,N12d4818449_41d8948055,N12d4818667_41d8948748,0.007914,0.09,service,sett,,yes,yes,,yes,way/107293135
Eway/107293136_0,N12d4820311_41d8943457,N12d4820606_41d8944060,0.007136,0.09,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_1,N12d4820606_41d8944060,N12d4820796_41d8944525,0.005404,0.06,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_2,N12d4820796_41d8944525,N12d4820946_41d8945130,0.006841,0.08,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_3,N12d4820946_41d8945130,N12d4821018_41d8945623,0.005514,0.07,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_4,N12d4821018_41d8945623,N12d4821087_41d8946415,0.008825,0.11,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_5,N12d4821087_41d8946415,N12d4821078_41d8947087,0.007473,0.09,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_6,N12d4821078_41d8947087,N12d4821026_41d8947974,0.009872,0.12,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293136_7,N12d4821026_41d8947974,N12d4820859_41d8949191,0.013603,0.16,tertiary,sett,,yes,yes,,yes,way/107293136
Eway/107293137_0,N12d4817792_41d8947313,N12d4817768_41d8947667,0.003941,0.05,service,sett,,yes,yes,,yes,way/107293137
Eway/107293137_1,N12d4817768_41d8947667,N12d4817779_41d8947969,0.003359,0.04,service,sett,,yes,yes,,yes,way/107293137
Eway/107293137_2,N12d4817779_41d8947969,N12d4817831_41d8948278,0.003463,0.04,service,sett,,yes,yes,,yes,way/107293137
Eway/107293137_3,N12d4817831_41d8948278,N12d4817902_41d8948636,0.004024,0.05,service,sett,,yes,yes,,yes,way/107293137
Eway/107293137_4,N12d4817902_41d8948636,N12d4818015_41d8949040,0.004589,0.06,service,sett,,yes,yes,,yes,way/107293137
Eway/107293137_5,N12d4818015_41d8949040,N12d4818213_41d8949676,0.007259,0.09,service,sett,,yes,yes,,yes,way/107293137
Eway/107293138_0,N12d4819420_41d8945197,N12d4819362_41d8945561,0.004076,0.05,service,sett,,yes,yes,,yes,way/107293138
Eway/107293138_1,N12d4819362_41d8945561,N12d4819381_41d8945945,0.004273,0.05,service,sett,,yes,yes,,yes,way/107293138
Eway/107293138_2,N12d4819381_41d8945945,N12d4819434_41d8946341,0.004425,0.05,service,sett,,yes,yes,,yes,way/107293138
Eway/107293138_3,N12d4819434_41d8946341,N12d4819625_41d8946965,0.007116,0.09,service,sett,,yes,yes,,yes,way/107293138
Eway/107293140_0,N12d4818855_41d8945842,N12d4818798_41d8946132,0.003259,0.04,service,sett,,yes,yes,,yes,way/107293140
Eway/107293140_1,N12d4818798_41d8946132,N12d4818774_41d8946432,0.003342,0.04,service,sett,,yes,yes,,yes,way/107293140
Eway/107293140_2,N12d4818774_41d8946432,N12d4818793_41d8946722,0.003228,0.04,service,sett,,yes,yes,,yes,way/107293140
Eway/107293140_3,N12d4818793_41d8946722,N12d4818865_41d8946971,0.002832,0.03,service,sett,,yes,yes,,yes,way/107293140
Eway/107293140_4,N12d4818865_41d8946971,N12d4818951_41d8947220,0.002859,0.03,service,sett,,yes,yes,,yes,way/107293140
Eway/107293140_5,N12d4818951_41d8947220,N12d4819161_41d8947920,0.007975,0.10,service,sett,,yes,yes,,yes,way/107293140
Eway/108565603_0,N12d4830074_41d8968431,N12d4829228_41d8968287,0.007183,0.09,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_0_R,N12d4829228_41d8968287,N12d4830074_41d8968431,0.007183,0.09,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_1,N12d4829228_41d8968287,N12d4828025_41d8968085,0.010207,0.12,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_1_R,N12d4828025_41d8968085,N12d4829228_41d8968287,0.010207,0.12,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_2,N12d4828025_41d8968085,N12d4826533_41d8967831,0.012668,0.15,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_2_R,N12d4826533_41d8967831,N12d4828025_41d8968085,0.012668,0.15,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_3,N12d4826533_41d8967831,N12d4825492_41d8967638,0.008879,0.11,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_3_R,N12d4825492_41d8967638,N12d4826533_41d8967831,0.008879,0.11,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_4,N12d4825492_41d8967638,N12d4825288_41d8967597,0.001749,0.02,tertiary,sett,,,yes,,no,way/108565603
Eway/108565603_4_R,N12d4825288_41d8967597,N12d4825492_41d8967638,0.001749,0.02,tertiary,sett,,,yes,,no,way/108565603
Eway/108571049_0,N12d4998169_41d8981104,N12d4998609_41d8980917,0.004194,0.05,service,asphalt,no,,,,no,way/108571049
Eway/108571049_0_R,N12d4998609_41d8980917,N12d4998169_41d8981104,0.004194,0.05,service,asphalt,no,,,,no,way/108571049
Eway/108571049_1,N12d4998609_41d8980917,N12d4998802_41d8980828,0.001879,0.02,service,asphalt,no,,,,no,way/108571049
Eway/108571049_1_R,N12d4998802_41d8980828,N12d4998609_41d8980917,0.001879,0.02,service,asphalt,no,,,,no,way/108571049
Eway/108571049_2,N12d4998802_41d8980828,N12d4998985_41d8980731,0.001859,0.02,service,asphalt,no,,,,no,way/108571049
Eway/108571049_2_R,N12d4998985_41d8980731,N12d4998802_41d8980828,0.001859,0.02,service,asphalt,no,,,,no,way/108571049
Eway/108571049_3,N12d4998985_41d8980731,N12d4999880_41d8980283,0.008927,0.11,service,asphalt,no,,,,no,way/108571049
Eway/108571049_3_R,N12d4999880_41d8980283,N12d4998985_41d8980731,0.008927,0.11,service,asphalt,no,,,,no,way/108571049
Eway/108571049_4,N12d4999880_41d8980283,N12d5000658_41d8979802,0.008371,0.10,service,asphalt,no,,,,no,way/108571049
Eway/108571049_4_R,N12d5000658_41d8979802,N12d4999880_41d8980283,0.008371,0.10,service,asphalt,no,,,,no,way/108571049
Eway/108571049_5,N12d5000658_41d8979802,N12d5001825_41d8979098,0.012433,0.15,service,asphalt,no,,,,no,way/108571049
Eway/108571049_5_R,N12d5001825_41d8979098,N12d5000658_41d8979802,0.012433,0.15,service,asphalt,no,,,,no,way/108571049
Eway/108571049_6,N12d5001825_41d8979098,N12d5002358_41d8978772,0.005710,0.07,service,asphalt,no,,,,no,way/108571049
Eway/108571049_6_R,N12d5002358_41d8978772,N12d5001825_41d8979098,0.005710,0.07,service,asphalt,no,,,,no,way/108571049
Eway/108571049_7,N12d5002358_41d8978772,N12d5004759_41d8977302,0.025731,0.31,service,asphalt,no,,,,no,way/108571049
Eway/108571049_7_R,N12d5004759_41d8977302,N12d5002358_41d8978772,0.025731,0.31,service,asphalt,no,,,,no,way/108571049
Eway/108571049_8,N12d5004759_41d8977302,N12d5011400_41d8973194,0.071469,0.86,service,asphalt,no,,,,no,way/108571049
Eway/108571049_8_R,N12d5011400_41d8973194,N12d5004759_41d8977302,0.071469,0.86,service,asphalt,no,,,,no,way/108571049
Eway/108571049_9,N12d5011400_41d8973194,N12d5022394_41d8966473,0.117751,1.41,service,asphalt,no,,,,no,way/108571049
Eway/108571049_9_R,N12d5022394_41d8966473,N12d5011400_41d8973194,0.117751,1.41,service,asphalt,no,,,,no,way/108571049
Eway/108571049_10,N12d5022394_41d8966473,N12d5022909_41d8966163,0.005482,0.07,service,asphalt,no,,,,no,way/108571049
Eway/108571049_10_R,N12d5022909_41d8966163,N12d5022394_41d8966473,0.005482,0.07,service,asphalt,no,,,,no,way/108571049
Eway/108571049_11,N12d5022909_41d8966163,N12d5031570_41d8960870,0.092751,1.11,service,asphalt,no,,,,no,way/108571049
Eway/108571049_11_R,N12d5031570_41d8960870,N12d5022909_41d8966163,0.092751,1.11,service,asphalt,no,,,,no,way/108571049
Eway/108571049_12,N12d5031570_41d8960870,N12d5033143_41d8959856,0.017223,0.21,service,asphalt,no,,,,no,way/108571049
Eway/108571049_12_R,N12d5033143_41d8959856,N12d5031570_41d8960870,0.017223,0.21,service,asphalt,no,,,,no,way/108571049
Eway/108571049_13,N12d5033143_41d8959856,N12d5033380_41d8959696,0.002648,0.03,service,asphalt,no,,,,no,way/108571049
Eway/108571049_13_R,N12d5033380_41d8959696,N12d5033143_41d8959856,0.002648,0.03,service,asphalt,no,,,,no,way/108571049
Eway/111539856_0,N12d4841372_41d8931831,N12d4842172_41d8931534,0.007400,0.15,steps,,,,,,yes,way/111539856
Eway/111539856_0_R,N12d4842172_41d8931534,N12d4841372_41d8931831,0.007400,0.15,steps,,,,,,yes,way/111539856
Eway/111539857_0,N12d4838230_41d8936549,N12d4838716_41d8937200,0.008281,0.10,footway,paving_stones,,,,,yes,way/111539857
Eway/111539857_0_R,N12d4838716_41d8937200,N12d4838230_41d8936549,0.008281,0.10,footway,paving_stones,,,,,yes,way/111539857
Eway/111539857_1,N12d4838716_41d8937200,N12d4838971_41d8937752,0.006491,0.08,footway,paving_stones,,,,,yes,way/111539857
Eway/111539857_1_R,N12d4838971_41d8937752,N12d4838716_41d8937200,0.006491,0.08,footway,paving_stones,,,,,yes,way/111539857
Eway/111539857_2,N12d4838971_41d8937752,N12d4839213_41d8940104,0.026230,0.31,footway,paving_stones,,,,,yes,way/111539857
Eway/111539857_2_R,N12d4839213_41d8940104,N12d4838971_41d8937752,0.026230,0.31,footway,paving_stones,,,,,yes,way/111539857
Eway/111539858_0,N12d4838230_41d8936549,N12d4836481_41d8934821,0.024058,0.48,steps,paving_stones,,,,,yes,way/111539858
Eway/111539858_0_R,N12d4836481_41d8934821,N12d4838230_41d8936549,0.024058,0.48,steps,paving_stones,,,,,yes,way/111539858
